Tissue,Avg_Cq,Std_Cq
bud,1.0,1.4114509202732692
rootip,0.843942769635471,2.187869902610614
bark,0.8020005031744818,0.2675955312611197
xylem,0.7714574613120359,0.5110199090763358
leaf,0.7297810332399834,0.7142543328097706
shootip,0.701755983837295,0.03206195866752199
