Tissue,Avg_Cq,Std_Cq
RootTip,1.0,1.0
Xylem,0.814955100172096,1.173906504043045
ShootTip,0.7812094000354224,0.2033724694885508
Leaf,0.7562167889800309,0.36789173014574894
Bark,0.755530317796266,0.10508061502287125
Bud,0.7161790635882005,0.2543581511362571
