Tissue,Avg,Std
RootTip,1.0,7.3265308920105365
Leaf,0.10236120715644607,4.458239542922089
Xylem,0.01615054020081467,6.338868552861771
Bud,0.013200172586742684,2.8210594581371975
Bark,0.011600765528642554,2.1875497539145248
ShootTip,0.0021730489903188433,4.356116738364743
